name	gene_id	biotype	cluster	chr	start	end
stk11ip	ENSDARG00000070122	protein_coding	Cluster080	6	18894179	18937547
stk16	ENSDARG00000037777	protein_coding	Cluster002	1	4724634	4736456
stk17a	ENSDARG00000074715	protein_coding	Cluster001	24	192921	237053
stk17b	ENSDARG00000014348	protein_coding	Cluster010	9	24381501	24390290
stk24a	ENSDARG00000100955	protein_coding	Cluster005	9	1004584	1020324
stk24b	ENSDARG00000023878	protein_coding	Cluster146	6	12247741	12316624
stk26	ENSDARG00000060390	protein_coding	Cluster002	21	43425128	43462378
stk3	ENSDARG00000011312	protein_coding	Cluster002	19	33220116	33232987
stk35	ENSDARG00000086856	protein_coding	Cluster231	23	41844296	41867531
stk35l	ENSDARG00000057497	protein_coding	Cluster002	6	38848140	38863813
stk38l	ENSDARG00000045482	protein_coding	Cluster016	4	20503124	20514929
stm	ENSDARG00000035694	protein_coding	Cluster004	19	3196620	3226980
stmn1b	ENSDARG00000033655	protein_coding	Cluster001	16	34569485	34573176
stmn2a	ENSDARG00000033234	protein_coding	Cluster001	16	16257052	16274342
stmn2b	ENSDARG00000070537	protein_coding	Cluster003	19	32183957	32203238
stmn3	ENSDARG00000038465	protein_coding	Cluster003	6	58549105	58569351
stmn4	ENSDARG00000030106	protein_coding	Cluster001	20	34870767	34965935
stmn4l	ENSDARG00000043932	protein_coding	Cluster001	17	12544466	12554996
stoml1	ENSDARG00000062142	protein_coding	Cluster002	25	22183893	22195353
stoml2	ENSDARG00000103135	protein_coding	Cluster002	10	16899545	16910357
stoml3b	ENSDARG00000057035	protein_coding	Cluster001	10	24671777	24678779
stox2a	ENSDARG00000070162	protein_coding	Cluster001	1	39180254	39259478
stra6l	ENSDARG00000062467	protein_coding	Cluster016	1	11485522	11504143
strap	ENSDARG00000007405	protein_coding	Cluster031	4	16887855	16894075
strip1	ENSDARG00000074084	protein_coding	Cluster004	22	9493356	9508264
strumpellin	ENSDARG00000101543	protein_coding	Cluster002	16	43387951	43414169
stx10	ENSDARG00000075030	protein_coding	Cluster008	11	30927095	30939791
stx11a	ENSDARG00000044039	protein_coding	Cluster002	17	7570286	7575859
stx11b.2	ENSDARG00000042231	protein_coding	Cluster004	20	26636252	26638081
stx12l	ENSDARG00000044605	protein_coding	Cluster001	16	7709196	7724021
stx1b	ENSDARG00000000503	protein_coding	Cluster001	19	5241820	5338213
stx4	ENSDARG00000052518	protein_coding	Cluster002	12	20505631	20518294
stx7l	ENSDARG00000069208	protein_coding	Cluster055	20	46309833	46329139
stx8	ENSDARG00000103173	protein_coding	Cluster193	6	23218143	23331259
stxbp1a	ENSDARG00000001994	protein_coding	Cluster001	21	13764850	13824293
stxbp1b	ENSDARG00000056036	protein_coding	Cluster001	5	28373111	28402105
stxbp2	ENSDARG00000007603	protein_coding	Cluster080	3	52985899	53019622
stxbp5a	ENSDARG00000002656	protein_coding	Cluster001	20	31843070	32003089
stxbp5l	ENSDARG00000006383	protein_coding	Cluster001	9	27605008	27837937
stxbp6l	ENSDARG00000028354	protein_coding	Cluster001	20	9841585	9861183
styk1	ENSDARG00000041947	protein_coding	Cluster004	16	32014343	32022239
styx	ENSDARG00000057699	protein_coding	Cluster002	17	15212109	15221854
styxl1	ENSDARG00000026338	protein_coding	Cluster010	10	35313791	35318508
sub1b	ENSDARG00000007720	protein_coding	Cluster008	5	40543410	40551177
suclg1	ENSDARG00000052712	protein_coding	Cluster006	1	42951316	42983420
suclg2	ENSDARG00000044914	protein_coding	Cluster070	11	16603544	16840555
suco	ENSDARG00000016532	protein_coding	Cluster002	20	14788407	14885924
sufu	ENSDARG00000056801	protein_coding	Cluster002	13	11696580	11737328
sugp1	ENSDARG00000075936	protein_coding	Cluster009	2	58817371	58822674
sulf2b	ENSDARG00000013838	protein_coding	Cluster001	23	15447745	15574153
sult1st1	ENSDARG00000028275	protein_coding	Cluster014	8	46438659	46501315
sult1st2	ENSDARG00000041540	protein_coding	Cluster005	8	46505864	46517213
sult1st3	ENSDARG00000018361	protein_coding	Cluster005	8	46505998	46573569
sult1st6	ENSDARG00000006811	protein_coding	Cluster001	12	15159554	15166784
sult2st1	ENSDARG00000033170	protein_coding	Cluster065	12	624354	640031
sult2st2	ENSDARG00000103785	protein_coding	Cluster001	12	642393	650599
sult3st2	ENSDARG00000093619	protein_coding	Cluster005	22	15310369	15315782
sult3st3:ENSDARG00000042920	ENSDARG00000042920	protein_coding	Cluster001	22	15289272	15291897
sult4a1	ENSDARG00000101967	protein_coding	Cluster001	4	8796218	8809829
sult5a1	ENSDARG00000007769	protein_coding	Cluster092	7	56128616	56305341
sult6b1	ENSDARG00000086826	protein_coding	Cluster004	11	43083065	43095802
sumf2	ENSDARG00000069497	protein_coding	Cluster018	21	25633329	25639791
sumo2a	ENSDARG00000104390	protein_coding	Cluster002	6	22836193	22842247
sumo3b	ENSDARG00000035993	protein_coding	Cluster012	9	12677502	12681781
supt3h	ENSDARG00000098141	protein_coding	Cluster008	17	5052359	5267079
supt4h1	ENSDARG00000099366	protein_coding	Cluster012	5	2790582	2797865
supt5h	ENSDARG00000042724	protein_coding	Cluster004	15	20428863	20459520
supt6h	ENSDARG00000006524	protein_coding	Cluster034	21	25992252	26021852
surf4	ENSDARG00000104647	protein_coding	Cluster014	KN149679.1	9850	32544
surf6	ENSDARG00000035427	protein_coding	Cluster002	5	32674997	32681003
susd4	ENSDARG00000026335	protein_coding	Cluster001	17	45546201	45569379
suv39h1a	ENSDARG00000026799	protein_coding	Cluster002	8	23374230	23383866
suv39h1b	ENSDARG00000055753	protein_coding	Cluster042	8	25731824	25742405
suv420h2	ENSDARG00000075461	protein_coding	Cluster105	3	30737484	30757573
suz12a	ENSDARG00000070256	protein_coding	Cluster143	3	35719884	35735532
sv2a	ENSDARG00000059945	protein_coding	Cluster001	16	46137709	46235989
sv2ba	ENSDARG00000057427	protein_coding	Cluster023	7	15017806	15057728
sv2bb	ENSDARG00000060711	protein_coding	Cluster001	25	10941651	10992043
sv2c	ENSDARG00000059997	protein_coding	Cluster001	5	45389893	45466405
svopa	ENSDARG00000056833	protein_coding	Cluster001	5	19638817	19662085
swap70a	ENSDARG00000051819	protein_coding	Cluster001	7	66960070	66991324
swap70b	ENSDARG00000057286	protein_coding	Cluster008	18	16887767	16927774
swsap1	ENSDARG00000093423	protein_coding	Cluster011	3	14415961	14421714
swt1	ENSDARG00000094010	protein_coding	Cluster002	20	34440770	34485857
syap1	ENSDARG00000012946	protein_coding	Cluster151	23	46015885	46023057
sybl1	ENSDARG00000030775	protein_coding	Cluster075	14	8727301	8750053
sybu	ENSDARG00000060112	protein_coding	Cluster133	16	39196777	39217474
sycn.2	ENSDARG00000103687	protein_coding	Cluster005	21	25189953	25190586
sycp1	ENSDARG00000003904	protein_coding	Cluster011	6	49054088	49062433
sycp2l	ENSDARG00000079190	protein_coding	Cluster011	24	8702790	8716682
syf2	ENSDARG00000004706	protein_coding	Cluster004	13	45294756	45306104
syk	ENSDARG00000008186	protein_coding	Cluster001	10	5533534	5581183
sympk	ENSDARG00000059553	protein_coding	Cluster033	5	61199462	61227832
syn1	ENSDARG00000060368	protein_coding	Cluster001	8	31110316	31139087
syn2a	ENSDARG00000045945	protein_coding	Cluster001	23	4816374	4839861
syn2b	ENSDARG00000101054	protein_coding	Cluster001	11	648095	736223
sync	ENSDARG00000035944	protein_coding	Cluster001	19	31403311	31410466
syncrip	ENSDARG00000040184	protein_coding	Cluster041	20	2714688	2728646
syncripl	ENSDARG00000026723	protein_coding	Cluster002	17	50182483	50206348
syndig1l	ENSDARG00000042390	protein_coding	Cluster001	20	27922954	27965874
syne1a	ENSDARG00000009499	protein_coding	Cluster003	20	26196440	26460352
syne1b	ENSDARG00000063068	protein_coding	Cluster001	17	7687722	8016202
syne2b	ENSDARG00000053484	protein_coding	Cluster111	13	36949432	37128887
syngap1a	ENSDARG00000063713	protein_coding	Cluster001	19	231833	276595
syngap1b	ENSDARG00000069765	protein_coding	Cluster001	16	45557128	45724504
syngr1a	ENSDARG00000002564	protein_coding	Cluster001	3	21121079	21149825
syngr3a	ENSDARG00000014871	protein_coding	Cluster001	3	40028358	40038343
syngr3b	ENSDARG00000025034	protein_coding	Cluster001	1	7731872	7744650
synj1	ENSDARG00000025011	protein_coding	Cluster001	10	26554233	26607637
synj2bp	ENSDARG00000028321	protein_coding	Cluster127	13	36431373	36440428
synm	ENSDARG00000062350	protein_coding	Cluster001	18	20870595	20880109
synpo2b	ENSDARG00000077157	protein_coding	Cluster003	1	25267662	25272368
synpo2la	ENSDARG00000077293	protein_coding	Cluster014	13	22119255	22133029
synpo2lb	ENSDARG00000078696	protein_coding	Cluster245	12	26318066	26339147
synpr	ENSDARG00000044278	protein_coding	Cluster001	6	41225668	41232251
sypa	ENSDARG00000042974	protein_coding	Cluster001	8	22910172	22929384
sypb	ENSDARG00000002230	protein_coding	Cluster001	8	49415307	49443241
sypl1:ENSDARG00000077356	ENSDARG00000077356	protein_coding	Cluster003	4	3376539	3385058
sys1	ENSDARG00000017606	protein_coding	Cluster078	6	54430247	54436821
syt10	ENSDARG00000045750	protein_coding	Cluster001	4	10889906	10910237
syt11a	ENSDARG00000057913	protein_coding	Cluster001	19	24398243	24450487
syt11b	ENSDARG00000056105	protein_coding	Cluster001	16	28907791	28921489
syt12	ENSDARG00000101776	protein_coding	Cluster001	25	7287888	7315280
syt13	ENSDARG00000012306	protein_coding	Cluster121	7	38444790	38466359
syt14b	ENSDARG00000001891	protein_coding	Cluster001	20	9254055	9290513
syt16	ENSDARG00000030761	protein_coding	Cluster005	13	37417409	37459827
syt1a	ENSDARG00000030614	protein_coding	Cluster001	4	21408781	21594424
syt3	ENSDARG00000075830	protein_coding	Cluster001	3	30384523	30494377
syt4	ENSDARG00000036505	protein_coding	Cluster001	7	23636535	23644961
syt5a	ENSDARG00000037941	protein_coding	Cluster001	3	32010668	32019453
syt5b	ENSDARG00000011640	protein_coding	Cluster001	24	7657261	7670037
syt6a	ENSDARG00000076730	protein_coding	Cluster001	23	24876424	24954196
syt6b	ENSDARG00000031463	protein_coding	Cluster001	11	24383202	24426415
syt7b	ENSDARG00000078060	protein_coding	Cluster001	7	12786706	13085563
syt9a	ENSDARG00000003994	protein_coding	Cluster001	18	29010482	29080296
syt9b	ENSDARG00000029239	protein_coding	Cluster001	25	15745270	15809503
sytl2b	ENSDARG00000075436	protein_coding	Cluster006	15	19761514	19789200
sytl4	ENSDARG00000102433	protein_coding	Cluster017	14	35084225	35101111
syvn1	ENSDARG00000017842	protein_coding	Cluster010	14	26154635	26167624
szrd1	ENSDARG00000056338	protein_coding	Cluster034	23	24575377	24582280
ta	ENSDARG00000101576	protein_coding	Cluster004	19	14325345	14329397
tab2	ENSDARG00000021509	protein_coding	Cluster146	20	1308683	1329470
tac1	ENSDARG00000014490	protein_coding	Cluster003	19	26065403	26068962
tac3a	ENSDARG00000093089	protein_coding	Cluster001	23	28212948	28214878
tacc1	ENSDARG00000073753	protein_coding	Cluster197	10	20500098	20520055
tacc3	ENSDARG00000005454	protein_coding	Cluster002	13	35754732	35766411
tada2b	ENSDARG00000003769	protein_coding	Cluster011	7	39467488	39471335
tada3l	ENSDARG00000058220	protein_coding	Cluster018	11	16017681	16031405
taf11	ENSDARG00000037855	protein_coding	Cluster094	23	296270	302644
taf13	ENSDARG00000070834	protein_coding	Cluster008	23	20502496	20503398
taf15	ENSDARG00000070019	protein_coding	Cluster012	15	1861600	1880476
taf2	ENSDARG00000102307	protein_coding	Cluster122	16	9689797	9715382
taf3	ENSDARG00000045513	protein_coding	Cluster058	4	25095030	25179260
taf4b	ENSDARG00000075732	protein_coding	Cluster011	20	18360830	18396654
tagapa	ENSDARG00000002353	protein_coding	Cluster022	17	45421506	45427401
tagln	ENSDARG00000045408	protein_coding	Cluster001	15	582941	590378
tagln3a	ENSDARG00000079805	protein_coding	Cluster001	5	67192074	67200353
tal2	ENSDARG00000042041	protein_coding	Cluster003	5	8843646	8845563
taok1a	ENSDARG00000069603	protein_coding	Cluster076	15	25653092	25693781
taok3a	ENSDARG00000060751	protein_coding	Cluster002	5	14859978	14993966
taok3b	ENSDARG00000094052	protein_coding	Cluster001	5	31562531	31582575
tarbp2	ENSDARG00000070471	protein_coding	Cluster026	6	46723658	46733498
tardbp	ENSDARG00000040031	protein_coding	Cluster009	6	45935895	45947239
tardbpl	ENSDARG00000004452	protein_coding	Cluster009	23	29431249	29436304
tarsl2	ENSDARG00000092774	protein_coding	Cluster001	18	321698	337202
tatdn2	ENSDARG00000070618	protein_coding	Cluster002	6	40442386	40451863
tb	ENSDARG00000039806	protein_coding	Cluster004	13	4312373	4325167
tbc1d1	ENSDARG00000062081	protein_coding	Cluster002	1	17952411	18079304
tbc1d10aa	ENSDARG00000102070	protein_coding	Cluster079	8	40386580	40412444
tbc1d10b	ENSDARG00000078604	protein_coding	Cluster040	3	32657864	32679650
tbc1d16	ENSDARG00000036994	protein_coding	Cluster010	3	18287657	18348934
tbc1d2	ENSDARG00000071304	protein_coding	Cluster101	14	5981037	6023097
tbc1d25	ENSDARG00000075333	protein_coding	Cluster079	8	23637387	23649255
tbc1d31	ENSDARG00000074623	protein_coding	Cluster002	16	25381357	25400104
tbc1d5	ENSDARG00000036212	protein_coding	Cluster026	19	20819964	20862433
tbcelb	ENSDARG00000019525	protein_coding	Cluster001	5	62554860	62592686
tbk1	ENSDARG00000103095	protein_coding	Cluster001	4	120072	134990
tbkbp1	ENSDARG00000061473	protein_coding	Cluster001	12	28459961	28563421
tbl1xr1a	ENSDARG00000058696	protein_coding	Cluster098	11	8557912	8674362
tbl1xr1b	ENSDARG00000008966	protein_coding	Cluster010	2	7966666	8002697
tbl2	ENSDARG00000043357	protein_coding	Cluster159	10	33310854	33321835
tbl3	ENSDARG00000052344	protein_coding	Cluster032	3	61936766	61958022
tbp	ENSDARG00000014994	protein_coding	Cluster016	13	24253719	24265553
tbpl1	ENSDARG00000036868	protein_coding	Cluster002	23	31669910	31678776
tbpl2	ENSDARG00000097302	protein_coding	Cluster002	17	10582092	10591519
tbx15	ENSDARG00000002582	protein_coding	Cluster014	9	21224016	21257108
tbx16	ENSDARG00000007329	protein_coding	Cluster004	8	51747378	51767075
tbx1:ENSDARG00000031891	ENSDARG00000031891	protein_coding	Cluster144	5	14702278	14715266
tbx21	ENSDARG00000004473	protein_coding	Cluster001	12	28634287	28655915
tbx2a	ENSDARG00000018025	protein_coding	Cluster007	5	55834500	55843608
tbx2b	ENSDARG00000006120	protein_coding	Cluster019	15	27431518	27438464
tbx6	ENSDARG00000011785	protein_coding	Cluster052	12	3875779	3886305
tbx6l	ENSDARG00000006939	protein_coding	Cluster059	5	41680219	41697180
tbxas1	ENSDARG00000002249	protein_coding	Cluster005	18	12611854	12904635
tcap	ENSDARG00000007344	protein_coding	Cluster001	3	21110046	21111912
tcea1	ENSDARG00000003531	protein_coding	Cluster227	2	30756147	30764477
tceb1a	ENSDARG00000045355	protein_coding	Cluster002	24	12839015	12844430
tceb1b	ENSDARG00000045359	protein_coding	Cluster013	2	30262320	30266252
tceb2:ENSDARG00000037980	ENSDARG00000037980	protein_coding	Cluster067	3	30938434	30948404
tcf12	ENSDARG00000004714	protein_coding	Cluster007	7	52241602	52434814
tcf15	ENSDARG00000067544	protein_coding	Cluster052	8	28584475	28586259
tcf25	ENSDARG00000040861	protein_coding	Cluster002	18	31138891	31228326
tcf3b	ENSDARG00000099999	protein_coding	Cluster067	22	20288335	20317189
tcf7	ENSDARG00000038672	protein_coding	Cluster069	21	45227301	45296307
tcf7l1a	ENSDARG00000038159	protein_coding	Cluster004	10	42367347	42469519
tcf7l2	ENSDARG00000004415	protein_coding	Cluster003	12	30864834	30988414
tchp	ENSDARG00000035605	protein_coding	Cluster002	5	19363994	19375452
tcirg1a	ENSDARG00000016835	protein_coding	Cluster001	1	44170905	44199860
tcn2	ENSDARG00000036481	protein_coding	Cluster024	5	26195312	26205947
tcnl	ENSDARG00000068088	protein_coding	Cluster001	5	30017762	30020472
tcp1	ENSDARG00000017891	protein_coding	Cluster018	23	2482133	2504500
tcta	ENSDARG00000044194	protein_coding	Cluster054	6	43018380	43021686
tctn1	ENSDARG00000078447	protein_coding	Cluster002	10	8457417	8476116
tctn2	ENSDARG00000035633	protein_coding	Cluster002	5	12894389	12926666
tdg.1	ENSDARG00000013004	protein_coding	Cluster018	25	18866831	18880132
tdgf1	ENSDARG00000035095	protein_coding	Cluster083	10	1927730	1934212
tdh2	ENSDARG00000001463	protein_coding	Cluster001	17	25395642	25406930
tdo2a	ENSDARG00000071429	protein_coding	Cluster001	14	36397749	36410279
tdo2b	ENSDARG00000023176	protein_coding	Cluster005	11	33821730	33834881
tdp2b	ENSDARG00000035954	protein_coding	Cluster097	19	31973181	31989008
tdrd1	ENSDARG00000007465	protein_coding	Cluster011	12	30230934	30244596
tdrd12	ENSDARG00000075217	protein_coding	Cluster002	25	36590670	36610080
tdrd5	ENSDARG00000071450	protein_coding	Cluster011	22	17235608	17254453
tdrd6	ENSDARG00000070052	protein_coding	Cluster017	20	35535421	35561392
tdrd7a	ENSDARG00000032808	protein_coding	Cluster002	1	11508900	11541317
tdrkh	ENSDARG00000053474	protein_coding	Cluster002	12	33460435	33481399
tead1b	ENSDARG00000059483	protein_coding	Cluster036	7	65532408	65701173
tead3a	ENSDARG00000074321	protein_coding	Cluster124	23	5563321	5624393
tecpr1a	ENSDARG00000062515	protein_coding	Cluster126	12	17638446	17688665
tecpr1b	ENSDARG00000074086	protein_coding	Cluster001	3	61060347	61104253
tecra	ENSDARG00000101585	protein_coding	Cluster001	3	45251917	45270101
tecrb	ENSDARG00000025904	protein_coding	Cluster003	1	55074942	55099503
tefb	ENSDARG00000098103	protein_coding	Cluster093	3	5142981	5157744
tegt	ENSDARG00000077934	protein_coding	Cluster013	11	198242	205794
tenm1	ENSDARG00000003403	protein_coding	Cluster001	5	20790407	21015713
tenm3	ENSDARG00000005479	protein_coding	Cluster036	1	38669803	39061840
tert	ENSDARG00000042637	protein_coding	Cluster242	19	628058	643074
tesca	ENSDARG00000028346	protein_coding	Cluster004	5	11340688	11404952
tesk2	ENSDARG00000061450	protein_coding	Cluster040	2	27674827	27722744
tet1	ENSDARG00000075230	protein_coding	Cluster101	13	18066195	18165134
tet2	ENSDARG00000076928	protein_coding	Cluster007	1	25662646	25693594
tet3	ENSDARG00000062646	protein_coding	Cluster019	5	13809699	13826742
tex10	ENSDARG00000055885	protein_coding	Cluster009	16	27573758	27608469
tex261	ENSDARG00000044584	protein_coding	Cluster066	7	8448599	8466190
tex30	ENSDARG00000030636	protein_coding	Cluster002	9	27582722	27585681
tfa	ENSDARG00000016771	protein_coding	Cluster089	2	17112044	17123598
tfam	ENSDARG00000063145	protein_coding	Cluster177	12	7220609	7230455
tfap2b:ENSDARG00000012667	ENSDARG00000012667	protein_coding	Cluster003	20	48211715	48230662
tfap2c	ENSDARG00000040606	protein_coding	Cluster098	6	56157660	56195515
tfap2d	ENSDARG00000023272	protein_coding	Cluster185	20	48240839	48255702
tfap2e	ENSDARG00000008861	protein_coding	Cluster003	19	47871836	47896188
tfb2m	ENSDARG00000074756	protein_coding	Cluster189	17	11904443	11919289
tfcp2	ENSDARG00000060306	protein_coding	Cluster047	23	33730474	33753734
tfdp2	ENSDARG00000042835	protein_coding	Cluster181	15	4430650	4537240
tfec	ENSDARG00000098745	protein_coding	Cluster004	4	5988658	6039484
tfip11	ENSDARG00000056932	protein_coding	Cluster012	23	17922650	17939757
tfpia	ENSDARG00000034718	protein_coding	Cluster001	9	42618849	42682661
tfpt	ENSDARG00000089572	protein_coding	Cluster004	16	4702441	4711625
tgfb3	ENSDARG00000019367	protein_coding	Cluster007	17	51987801	52020693
tgfbi	ENSDARG00000071586	protein_coding	Cluster007	14	26212936	26238399
tgfbr3	ENSDARG00000099979	protein_coding	Cluster001	6	24299098	24498943
tgm1l1	ENSDARG00000102106	protein_coding	Cluster003	2	52076466	52126677
tgm1l4	ENSDARG00000101407	protein_coding	Cluster074	23	46240647	46250912
tgm2a	ENSDARG00000070157	protein_coding	Cluster043	23	43362724	43379521
tgm2b	ENSDARG00000074094	protein_coding	Cluster014	6	1959701	1988145
tgm5l	ENSDARG00000098837	protein_coding	Cluster051	6	2012019	2028822
tgs1	ENSDARG00000067916	protein_coding	Cluster002	2	27958137	27996176
th	ENSDARG00000030621	protein_coding	Cluster001	25	23957793	23976952
thada	ENSDARG00000053082	protein_coding	Cluster010	13	8560761	8621443
thap11	ENSDARG00000036055	protein_coding	Cluster042	7	28770315	28771925
thap7	ENSDARG00000070704	protein_coding	Cluster002	19	24543322	24552010
thbs1b	ENSDARG00000010785	protein_coding	Cluster001	20	29134730	29148944
thbs2b	ENSDARG00000073810	protein_coding	Cluster003	12	30538145	30567025
thbs3b	ENSDARG00000012060	protein_coding	Cluster007	19	24831911	24859397
them4	ENSDARG00000061621	protein_coding	Cluster039	16	17857144	17891708
thoc1	ENSDARG00000088246	protein_coding	Cluster012	2	2930553	2948660
thoc2	ENSDARG00000037503	protein_coding	Cluster008	14	12085892	12180608
thoc3	ENSDARG00000056517	protein_coding	Cluster042	14	25208223	25213710
thoc5	ENSDARG00000038290	protein_coding	Cluster012	25	3634016	3659907
thoc6	ENSDARG00000037966	protein_coding	Cluster130	3	32519983	32526722
thraa	ENSDARG00000000151	protein_coding	Cluster096	3	34558514	34624097
thrab	ENSDARG00000052654	protein_coding	Cluster001	12	21677911	21918131
thrap3b	ENSDARG00000098228	protein_coding	Cluster004	19	3934445	3956165
thrb	ENSDARG00000021163	protein_coding	Cluster003	19	18056106	18199625
thsd7aa	ENSDARG00000061479	protein_coding	Cluster003	19	38033293	38256283
thsd7ba	ENSDARG00000095022	protein_coding	Cluster001	9	10186009	10386265
thumpd1	ENSDARG00000100264	protein_coding	Cluster032	1	58479921	58483848
thy1	ENSDARG00000035018	protein_coding	Cluster002	5	29193905	29203140
tia1	ENSDARG00000052536	protein_coding	Cluster012	5	56280644	56294330
tia1l	ENSDARG00000026476	protein_coding	Cluster021	5	24006819	24013968
tiam1b	ENSDARG00000025920	protein_coding	Cluster051	15	42440773	42595002
ticrr	ENSDARG00000045605	unprocessed_pseudogene	Cluster002	25	29873832	29894982
tie1	ENSDARG00000004105	protein_coding	Cluster027	6	33998984	34024189
tigara	ENSDARG00000051749	protein_coding	Cluster001	25	16866572	16873522
timd4	ENSDARG00000077257	protein_coding	Cluster001	21	29053957	29063415
timeless	ENSDARG00000078497	protein_coding	Cluster012	11	3143667	3181298
timm10b	ENSDARG00000043898	protein_coding	Cluster002	10	24792764	24796536
timm17b	ENSDARG00000060124	protein_coding	Cluster001	8	44927217	44932171
timm8a	ENSDARG00000023672	protein_coding	Cluster057	14	38538168	38541504
timmdc1	ENSDARG00000053466	protein_coding	Cluster077	1	28032152	28057874
timp2a	ENSDARG00000061226	protein_coding	Cluster001	12	33889964	33934381
timp4a	ENSDARG00000100795	protein_coding	Cluster005	11	687888	692043
tiparp	ENSDARG00000061841	protein_coding	Cluster009	18	34623291	34666062
tipin	ENSDARG00000036136	protein_coding	Cluster207	7	33965096	33970783
tiprl	ENSDARG00000032353	protein_coding	Cluster002	10	30830	37425
tjap1	ENSDARG00000010681	protein_coding	Cluster208	13	3851433	4005645
tjp2a	ENSDARG00000063309	protein_coding	Cluster066	10	15857748	15921450
tjp2b	ENSDARG00000023443	protein_coding	Cluster002	8	11287586	11505136
tjp3	ENSDARG00000002909	protein_coding	Cluster008	22	17632632	17663895
tk2	ENSDARG00000046127	protein_coding	Cluster049	7	44260088	44265831
tkta	ENSDARG00000029689	protein_coding	Cluster001	11	36722153	36768292
tlcd1	ENSDARG00000002391	protein_coding	Cluster001	21	26043520	26053269
tle2	ENSDARG00000042484	protein_coding	Cluster041	22	21593143	21642854
tle3b	ENSDARG00000069006	protein_coding	Cluster114	7	33375901	33413482
tlk1a	ENSDARG00000042467	protein_coding	Cluster153	9	3577000	3637687
tln1	ENSDARG00000100729	protein_coding	Cluster007	10	6120323	6312697
tlx2	ENSDARG00000011273	protein_coding	Cluster019	14	5349845	5383529
tlx3b	ENSDARG00000017615	protein_coding	Cluster019	10	21905706	22087549
tm2d1	ENSDARG00000057042	protein_coding	Cluster002	22	16732740	16749249
tm2d2	ENSDARG00000035515	protein_coding	Cluster002	5	26320837	26326404
tm2d3	ENSDARG00000076618	protein_coding	Cluster002	18	315472	321342
tm4sf18	ENSDARG00000060668	protein_coding	Cluster001	22	38206663	38215827
tm4sf4	ENSDARG00000040747	protein_coding	Cluster005	22	38174320	38184761
tm4sf5	ENSDARG00000055185	protein_coding	Cluster005	7	21574699	21581867
tm6sf2	ENSDARG00000029057	protein_coding	Cluster001	22	17759579	17794579
tm7sf3	ENSDARG00000093658	protein_coding	Cluster002	4	1883512	1908147
tm9sf2	ENSDARG00000003866	protein_coding	Cluster152	1	28994209	29020444
tm9sf4	ENSDARG00000002536	protein_coding	Cluster031	23	7614825	7644920
tma16	ENSDARG00000008068	protein_coding	Cluster199	1	19066433	19071101
tma7	ENSDARG00000071670	protein_coding	Cluster018	22	5633683	5638292
tmc2a	ENSDARG00000033104	protein_coding	Cluster001	5	54598757	54629158
tmc4	ENSDARG00000031757	protein_coding	Cluster001	16	32075060	32096123
tmc6b	ENSDARG00000004875	protein_coding	Cluster002	11	44805164	44830247
tmcc1b	ENSDARG00000060954	protein_coding	Cluster002	11	18029346	18071715
tmcc2	ENSDARG00000046007	protein_coding	Cluster003	22	554086	562293
tmcc3	ENSDARG00000045525	protein_coding	Cluster009	4	25765527	25823131
tmco1	ENSDARG00000069099	protein_coding	Cluster060	8	21072422	21078161
tmco3	ENSDARG00000075108	protein_coding	Cluster016	1	219451	230344
tmed2	ENSDARG00000026908	protein_coding	Cluster008	10	3419528	3427326
tmed3	ENSDARG00000028816	protein_coding	Cluster183	7	29904516	29906541
tmed4	ENSDARG00000024954	protein_coding	Cluster132	23	34051193	34060231
tmed5	ENSDARG00000008765	protein_coding	Cluster002	20	14893325	14910090
tmed6	ENSDARG00000088079	protein_coding	Cluster005	25	36715178	36717625
tmed7	ENSDARG00000046022	protein_coding	Cluster002	8	150872	155813
tmed8	ENSDARG00000052390	protein_coding	Cluster003	17	45024004	45038028
tmeff2a	ENSDARG00000051824	protein_coding	Cluster001	9	24438315	24602139
tmeff2b	ENSDARG00000058699	protein_coding	Cluster001	6	8523796	8629707
tmem104	ENSDARG00000088560	protein_coding	Cluster016	3	18691131	18774175
tmem106ba	ENSDARG00000101936	protein_coding	Cluster015	15	34108760	34120735
tmem106bb	ENSDARG00000035949	protein_coding	Cluster095	19	31805037	31815116
tmem106c	ENSDARG00000098105	protein_coding	Cluster002	3	1603611	1619318
tmem108	ENSDARG00000090230	protein_coding	Cluster100	24	9603626	9732820
tmem110	ENSDARG00000013694	protein_coding	Cluster002	11	18097026	18112323
tmem119a	ENSDARG00000095259	protein_coding	Cluster001	5	19925038	19933983
tmem119b	ENSDARG00000068036	protein_coding	Cluster065	5	31271896	31275492
tmem120b	ENSDARG00000042929	protein_coding	Cluster002	10	42111605	42131554
tmem121a	ENSDARG00000061562	protein_coding	Cluster001	17	33549255	33599852
tmem125b	ENSDARG00000075980	protein_coding	Cluster003	2	6022020	6030473
tmem131	ENSDARG00000056259	protein_coding	Cluster087	6	29322659	29386531
tmem134	ENSDARG00000024828	protein_coding	Cluster004	1	39164468	39177845
tmem136a	ENSDARG00000024920	protein_coding	Cluster009	15	22499658	22509019
tmem136b	ENSDARG00000035163	protein_coding	Cluster001	5	58166645	58171262
tmem144a	ENSDARG00000037409	protein_coding	Cluster040	1	20620228	20628545
tmem144b	ENSDARG00000036247	protein_coding	Cluster002	14	35544539	35552453
