name	gene_id	biotype	cluster	chr	start	end
tmem41ab	ENSDARG00000026771	protein_coding	Cluster001	1	29618212	29634105
tmem41b	ENSDARG00000080006	protein_coding	Cluster002	7	64794132	64890039
tmem44	ENSDARG00000068193	protein_coding	Cluster003	11	33938751	33956779
tmem45b	ENSDARG00000056239	protein_coding	Cluster169	21	25199692	25210447
tmem47	ENSDARG00000057322	protein_coding	NA	8	18530192	18547210
tmem5	ENSDARG00000063414	protein_coding	Cluster002	18	13094492	13153265
tmem50a	ENSDARG00000015757	protein_coding	Cluster011	13	45348279	45358660
tmem51a	ENSDARG00000068575	protein_coding	Cluster003	8	26681899	26690820
tmem51b	ENSDARG00000061916	protein_coding	Cluster002	11	25595603	25615596
tmem53	ENSDARG00000038789	protein_coding	Cluster003	2	32863384	32867403
tmem55ba	ENSDARG00000038615	protein_coding	NA	2	44530177	44545613
tmem56a	ENSDARG00000098451	protein_coding	NA	24	31161323	31203145
tmem56b	ENSDARG00000098224	protein_coding	NA	3	14238210	14302525
tmem57a	ENSDARG00000005625	protein_coding	Cluster002	19	29716624	29746644
tmem57b	ENSDARG00000012741	protein_coding	Cluster002	13	45387466	45434859
tmem59	ENSDARG00000019033	protein_coding	Cluster190	2	26956940	26965271
tmem62	ENSDARG00000053890	protein_coding	Cluster002	17	37306121	37333728
tmem63a	ENSDARG00000031956	protein_coding	Cluster002	4	5656612	5682687
tmem63c	ENSDARG00000004158	protein_coding	Cluster001	17	44666401	44809896
tmem64	ENSDARG00000061723	protein_coding	Cluster002	19	31944730	31966205
tmem65	ENSDARG00000076393	protein_coding	Cluster098	19	177065	187781
tmem68	ENSDARG00000042716	protein_coding	Cluster002	2	28020128	28023915
tmem68.1	ENSDARG00000086737	protein_coding	Cluster002	2	27996357	28000672
tmem70	ENSDARG00000078773	protein_coding	Cluster002	2	30266444	30268814
tmem79a	ENSDARG00000071250	protein_coding	Cluster003	19	791729	797027
tmem79b	ENSDARG00000076861	protein_coding	Cluster002	16	30396152	30404580
tmem82	ENSDARG00000097606	protein_coding	Cluster050	23	24559116	24562155
tmem86b	ENSDARG00000038296	protein_coding	Cluster001	3	16612683	16620518
tmem88a	ENSDARG00000056920	protein_coding	NA	10	22613718	22810208
tmem88b	ENSDARG00000069388	protein_coding	Cluster074	7	21521169	21540116
tmem8c	ENSDARG00000103988	protein_coding	NA	5	65267107	65275058
tmem91	ENSDARG00000068456	protein_coding	Cluster001	18	36033654	36065354
tmf1	ENSDARG00000057997	protein_coding	Cluster002	11	17622707	17648295
tmie	ENSDARG00000069423	protein_coding	Cluster004	2	1881031	1936505
tmlhe	ENSDARG00000077547	protein_coding	Cluster004	21	43674767	43700640
tmod1	ENSDARG00000078318	protein_coding	NA	1	11541458	11573540
tmod4	ENSDARG00000020890	protein_coding	Cluster004	16	29716075	29749570
tmpoa	ENSDARG00000007315	protein_coding	Cluster209	4	16868746	16887360
tmppe	ENSDARG00000036059	protein_coding	Cluster013	7	28881907	28890773
tmprss13a	ENSDARG00000100969	protein_coding	Cluster001	15	12394744	12428992
tmprss2	ENSDARG00000098686	protein_coding	Cluster047	10	38764432	38786259
tmprss3a	ENSDARG00000053315	protein_coding	NA	9	19739498	19774979
tmprss4a	ENSDARG00000103117	protein_coding	Cluster003	15	12497789	12527918
tmprss4b	ENSDARG00000012860	protein_coding	Cluster003	5	37290368	37312921
tmsb	ENSDARG00000054911	protein_coding	Cluster037	21	26352696	26356038
tmsb4x	ENSDARG00000077777	protein_coding	Cluster012	9	54612562	54614146
tmtc1	ENSDARG00000063149	protein_coding	Cluster001	4	9393510	9465332
tmtc2b	ENSDARG00000035273	protein_coding	Cluster002	18	11747031	11940951
tmtc3	ENSDARG00000062846	protein_coding	NA	25	17905968	17958664
tmub1	ENSDARG00000038787	protein_coding	Cluster003	2	32577965	32591726
tmx1	ENSDARG00000019487	protein_coding	NA	13	36797267	36807484
tmx2a	ENSDARG00000079122	protein_coding	NA	14	21816086	21823146
tmx3	ENSDARG00000038894	protein_coding	Cluster001	2	27662772	27674547
tmx4	ENSDARG00000101512	protein_coding	Cluster051	17	3842400	3867696
tnc	ENSDARG00000021948	protein_coding	Cluster095	5	27960853	28025364
tnfaip1	ENSDARG00000041565	protein_coding	Cluster002	15	20593465	20605453
tnfaip2a	ENSDARG00000043416	protein_coding	Cluster013	20	18762041	18785769
tnfaip8l1	ENSDARG00000086457	protein_coding	Cluster006	22	4769086	4787454
tnfaip8l2b	ENSDARG00000046148	protein_coding	Cluster017	16	29763942	29779166
tnfaip8l3	ENSDARG00000088709	protein_coding	Cluster013	18	39541460	39602593
tnfb	ENSDARG00000013598	protein_coding	Cluster017	15	34841616	34844692
tnfrsf1a	ENSDARG00000018569	protein_coding	Cluster013	16	17154114	17164463
tnfrsf1b	ENSDARG00000070165	protein_coding	Cluster002	11	40167484	40193180
tnfrsf21	ENSDARG00000001807	protein_coding	Cluster001	20	35895119	35938691
tnfsf10	ENSDARG00000057241	protein_coding	NA	24	26853313	26858367
tnfsf10l	ENSDARG00000004196	protein_coding	NA	7	22643703	22685732
tnfsf10l4	ENSDARG00000058068	protein_coding	Cluster003	5	22076175	22079742
tnfsf12	ENSDARG00000069376	protein_coding	Cluster001	7	20404974	20413371
tnika	ENSDARG00000056218	protein_coding	Cluster029	2	26002462	26160855
tnikb	ENSDARG00000009031	protein_coding	Cluster010	24	26346863	26487155
tnip1	ENSDARG00000015653	protein_coding	NA	14	50394423	50605663
tnk1	ENSDARG00000069433	protein_coding	Cluster009	7	26274297	26293591
tnk2a	ENSDARG00000090646	protein_coding	Cluster001	24	25891352	25912744
tnk2b	ENSDARG00000104409	protein_coding	Cluster029	2	4888417	4956992
tnks	ENSDARG00000077650	protein_coding	Cluster062	21	19889405	20072213
tnks1bp1	ENSDARG00000068760	protein_coding	Cluster003	5	5953586	6004893
tnmd	ENSDARG00000052615	protein_coding	Cluster001	14	40274293	40355440
tnnc1a	ENSDARG00000011400	protein_coding	Cluster087	23	4955108	4960291
tnnc1b	ENSDARG00000037539	protein_coding	Cluster022	23	20183743	20186253
tnnc2	ENSDARG00000070835	protein_coding	Cluster004	23	20496318	20500956
tnni1al	ENSDARG00000036671	protein_coding	Cluster004	25	19992332	19999199
tnni1b	ENSDARG00000052708	protein_coding	NA	6	54796409	54816373
tnni1c	ENSDARG00000042559	protein_coding	Cluster022	18	6484983	6494059
tnni1d	ENSDARG00000073766	protein_coding	Cluster001	4	26368161	26372301
tnni2a.1	ENSDARG00000045592	protein_coding	Cluster001	25	30644593	30659073
tnni2a.2	ENSDARG00000005841	protein_coding	Cluster001	25	30661130	30671126
tnni2a.3	ENSDARG00000013752	protein_coding	Cluster001	25	30686679	30698314
tnni2a.4	ENSDARG00000029069	protein_coding	Cluster016	25	30699939	30711182
tnni2b.1	ENSDARG00000035958	protein_coding	NA	7	39128730	39135746
tnni2b.2	ENSDARG00000029995	protein_coding	Cluster001	7	39115121	39121848
tnnt1	ENSDARG00000037954	protein_coding	Cluster001	3	32025426	32039164
tnnt2a	ENSDARG00000020610	protein_coding	NA	23	5719252	5751200
tnnt2b	ENSDARG00000100694	protein_coding	Cluster001	6	54753028	54787964
tnnt2c	ENSDARG00000032242	protein_coding	NA	4	12033109	12035017
tnnt2d	ENSDARG00000002988	protein_coding	Cluster004	25	20118310	20128930
tnnt2e	ENSDARG00000045822	protein_coding	Cluster001	4	7499687	7536058
tnnt3a	ENSDARG00000030270	protein_coding	Cluster037	25	30827790	30840981
tnnt3b	ENSDARG00000068457	protein_coding	Cluster001	7	39173826	39189342
tnpo1	ENSDARG00000035390	protein_coding	Cluster002	5	34602388	34652803
tnpo2	ENSDARG00000038239	protein_coding	Cluster011	3	18657784	18689492
tnpo3	ENSDARG00000045680	protein_coding	Cluster010	4	13587840	13606309
tnr	ENSDARG00000020771	protein_coding	Cluster020	2	35258307	35491658
tnrc18	ENSDARG00000077052	protein_coding	Cluster006	3	40265494	40346993
tnrc5	ENSDARG00000070512	protein_coding	Cluster002	1	9778581	9789519
tnrc6c1	ENSDARG00000076847	protein_coding	Cluster004	3	34129247	34208461
tns1a	ENSDARG00000078842	protein_coding	Cluster001	6	18705859	18814425
tns2a	ENSDARG00000076292	protein_coding	Cluster013	23	10534985	10652287
tns2b	ENSDARG00000068397	protein_coding	Cluster043	6	39016341	39053783
tns3.2	ENSDARG00000031911	protein_coding	Cluster111	20	6561364	6676694
tnw	ENSDARG00000024829	protein_coding	Cluster037	2	35526961	35584559
tnxba	ENSDARG00000001760	protein_coding	Cluster001	16	16713265	16741787
tob2	ENSDARG00000102795	lincRNA	Cluster002	3	5125187	5132323
toe1	ENSDARG00000077544	protein_coding	Cluster066	2	27724227	27730300
tollip	ENSDARG00000098486	protein_coding	Cluster003	7	72027220	72041305
tom1	ENSDARG00000104581	protein_coding	Cluster002	3	25776754	25808388
tom1l2	ENSDARG00000009217	protein_coding	NA	12	18260108	18286714
tomm22	ENSDARG00000045146	protein_coding	Cluster129	12	19226664	19231897
tomm40	ENSDARG00000092112	protein_coding	Cluster019	16	25758075	25765716
tomm40l	ENSDARG00000036721	protein_coding	Cluster048	19	10912437	10922990
tomm5	ENSDARG00000068265	protein_coding	NA	14	44312777	44316179
tomm6	ENSDARG00000097797	protein_coding	Cluster015	6	40575009	40575734
tomm70a	ENSDARG00000029639	protein_coding	Cluster002	6	28955480	28971099
top1l	ENSDARG00000070545	protein_coding	Cluster028	11	25058750	25074061
top1mt	ENSDARG00000027824	protein_coding	NA	24	42133360	42144919
top2b	ENSDARG00000034195	protein_coding	Cluster076	19	18229785	18316319
top3a	ENSDARG00000052827	protein_coding	Cluster003	3	40093430	40112776
topaz1	ENSDARG00000099801	protein_coding	Cluster003	19	48729905	48748712
topbp1	ENSDARG00000059322	protein_coding	NA	24	9553609	9594734
toporsa	ENSDARG00000037260	protein_coding	Cluster003	1	25411427	25416247
tor1	ENSDARG00000077950	protein_coding	Cluster008	21	3624130	3635904
tor2a	ENSDARG00000100559	protein_coding	Cluster006	5	64423484	64432750
tor4aa	ENSDARG00000010145	protein_coding	Cluster054	10	3323409	3332058
tox	ENSDARG00000032317	protein_coding	Cluster012	2	22324851	22447193
tox2	ENSDARG00000100055	protein_coding	Cluster004	6	57903518	58152418
tox4a	ENSDARG00000002031	protein_coding	Cluster008	2	38085361	38098331
tox4b	ENSDARG00000100163	protein_coding	Cluster002	7	1393944	1407868
tp53	ENSDARG00000035559	protein_coding	Cluster114	5	23582427	23594005
tp53bp1	ENSDARG00000079000	protein_coding	Cluster002	7	52612631	52662501
tp53bp2a	ENSDARG00000009136	protein_coding	Cluster055	13	516409	534181
tp53bp2b	ENSDARG00000054858	protein_coding	NA	22	28854569	28900158
tp53i11a	ENSDARG00000069430	protein_coding	Cluster002	7	26378125	26434621
tp53i11b	ENSDARG00000006025	protein_coding	Cluster003	18	27457720	27591078
tp53rk	ENSDARG00000090821	protein_coding	Cluster008	11	2338433	2343404
tp63	ENSDARG00000044356	protein_coding	NA	6	28805219	28923664
tpbga	ENSDARG00000099609	protein_coding	Cluster007	19	14197154	14199792
tpcn1	ENSDARG00000062362	protein_coding	Cluster006	5	22697570	22727424
tpcn2	ENSDARG00000100420	protein_coding	Cluster002	7	54699112	54752352
tpd52l1	ENSDARG00000042548	protein_coding	Cluster001	20	39789158	39833399
tph1a	ENSDARG00000029432	protein_coding	Cluster002	25	8015128	8035938
tph1b	ENSDARG00000036082	protein_coding	Cluster007	7	32835182	32843734
tph2	ENSDARG00000057239	protein_coding	Cluster001	18	17000698	17011990
tpi1a	ENSDARG00000025012	protein_coding	Cluster002	19	5177732	5186827
tpi1b	ENSDARG00000040988	protein_coding	Cluster001	16	12345335	12364092
tpm2	ENSDARG00000104682	protein_coding	Cluster004	10	6317005	6373961
tpm4a	ENSDARG00000023963	protein_coding	Cluster097	22	15552293	15576521
tpm4b	ENSDARG00000019128	protein_coding	Cluster126	2	55567558	55584168
tpma	ENSDARG00000033683	protein_coding	Cluster004	7	29680931	29689316
tpmt.1	ENSDARG00000055974	protein_coding	Cluster219	19	47698691	47707061
tpp1	ENSDARG00000042793	protein_coding	Cluster003	17	30826918	30838829
tppp2	ENSDARG00000035338	protein_coding	Cluster001	5	36456665	36465588
tppp3	ENSDARG00000030463	protein_coding	Cluster001	7	34958168	34970794
tpra	ENSDARG00000103004	protein_coding	Cluster025	2	21153615	21208696
tprb	ENSDARG00000016630	protein_coding	Cluster011	20	34136402	34167077
tpst1l	ENSDARG00000044513	protein_coding	Cluster113	21	31196178	31204559
tpt1	ENSDARG00000092693	protein_coding	Cluster015	1	33974974	33981243
tpx2	ENSDARG00000078654	protein_coding	NA	23	32102043	32111690
tra2a	ENSDARG00000007863	protein_coding	Cluster092	19	20593564	20606487
tra2b	ENSDARG00000002168	protein_coding	Cluster019	9	12607874	12623574
trabd	ENSDARG00000010445	protein_coding	Cluster024	18	14917033	14932989
tradd	ENSDARG00000036057	protein_coding	Cluster002	7	28844749	28853428
traf1	ENSDARG00000069482	protein_coding	Cluster002	8	12371135	12394980
traf3	ENSDARG00000022000	protein_coding	Cluster002	17	29210539	29232295
traf3ip1	ENSDARG00000010300	protein_coding	Cluster002	9	45804931	45867008
traf3ip2b	ENSDARG00000089756	protein_coding	Cluster030	11	43823544	43835810
traf4b	ENSDARG00000038964	protein_coding	Cluster002	21	38960953	38979802
traf6	ENSDARG00000028058	protein_coding	Cluster002	7	48450062	48465942
traf7	ENSDARG00000060207	protein_coding	Cluster002	3	35478965	35505219
traip	ENSDARG00000011262	protein_coding	Cluster003	11	34900842	34909179
trak1	ENSDARG00000041304	protein_coding	Cluster002	16	5887144	5974240
tram1	ENSDARG00000019137	protein_coding	Cluster008	24	14070412	14090405
tram2	ENSDARG00000030092	protein_coding	NA	20	47639163	47662909
trappc10	ENSDARG00000098118	protein_coding	NA	11	44977272	45018036
trappc11	ENSDARG00000004726	protein_coding	NA	14	7014539	7068640
trappc13	ENSDARG00000033768	protein_coding	Cluster003	10	15382649	15424023
trappc2l	ENSDARG00000100109	protein_coding	Cluster175	7	55332070	55335959
trappc3	ENSDARG00000045364	protein_coding	Cluster094	19	36135782	36146281
trappc5	ENSDARG00000026068	protein_coding	Cluster003	1	44971932	44977649
trappc6b	ENSDARG00000016463	protein_coding	Cluster003	23	32095272	32100667
trappc6bl	ENSDARG00000033171	protein_coding	Cluster002	15	14140047	14147183
trdmt1	ENSDARG00000034518	protein_coding	Cluster003	24	32236986	32281769
trdn	ENSDARG00000041779	protein_coding	Cluster022	20	40247976	40328743
treh	ENSDARG00000077911	protein_coding	Cluster002	18	43853482	43872547
trh	ENSDARG00000006868	protein_coding	Cluster013	8	54107707	54110479
trhra	ENSDARG00000076546	protein_coding	Cluster002	16	38870454	38875047
trib1	ENSDARG00000076142	protein_coding	NA	19	33616996	33624863
trib3	ENSDARG00000016200	protein_coding	Cluster149	11	23820673	23825339
trim101	ENSDARG00000018264	protein_coding	Cluster004	23	17528348	17543803
trim105	ENSDARG00000099885	protein_coding	Cluster006	14	15666561	15684798
trim107	ENSDARG00000079884	protein_coding	Cluster003	6	1604030	1613964
trim109	ENSDARG00000062429	protein_coding	NA	16	14174277	14184474
trim110	ENSDARG00000068240	protein_coding	Cluster001	2	38145163	38159846
trim13	ENSDARG00000010010	protein_coding	Cluster112	9	29832111	29844252
trim16	ENSDARG00000010673	protein_coding	NA	12	46641513	46686254
trim23	ENSDARG00000069420	protein_coding	Cluster002	10	11832643	11882115
trim24	ENSDARG00000103350	protein_coding	NA	4	72666711	72730614
trim25l	ENSDARG00000020863	protein_coding	NA	6	4000590	4016218
trim2a	ENSDARG00000031817	protein_coding	Cluster002	1	24631616	24679452
trim32	ENSDARG00000102505	protein_coding	Cluster002	KN149782.1	29665	32060
trim33	ENSDARG00000016181	protein_coding	Cluster168	8	10918763	10967034
trim33l	ENSDARG00000086126	protein_coding	Cluster011	16	28829394	28855794
trim35-12	ENSDARG00000101264	protein_coding	Cluster001	3	44957538	44965103
trim35-13	ENSDARG00000003970	protein_coding	Cluster001	3	52352376	52360084
trim35-27	ENSDARG00000035009	protein_coding	Cluster002	14	635163	745362
trim35-28	ENSDARG00000021021	protein_coding	Cluster008	16	26566076	26572879
trim35-7	ENSDARG00000104825	protein_coding	Cluster011	3	5510485	5523471
trim36	ENSDARG00000062794	protein_coding	Cluster003	8	389149	410770
trim37	ENSDARG00000076473	protein_coding	Cluster003	10	32865760	32907987
trim3a	ENSDARG00000063711	protein_coding	NA	15	32439462	32495849
trim3b	ENSDARG00000005397	protein_coding	Cluster001	10	26169143	26227490
trim44	ENSDARG00000051761	protein_coding	Cluster007	25	36762077	36767489
trim46a	ENSDARG00000012367	protein_coding	Cluster001	16	23438512	23464505
trim46b	ENSDARG00000058649	protein_coding	Cluster001	19	8661756	8685504
trim47	ENSDARG00000056678	protein_coding	NA	10	26156409	26166466
trim59	ENSDARG00000079238	protein_coding	Cluster002	15	1609447	1619228
trim62	ENSDARG00000060901	protein_coding	Cluster002	11	40067646	40154830
trim63a	ENSDARG00000028027	protein_coding	NA	6	15525037	15526554
trim63b	ENSDARG00000086685	protein_coding	Cluster047	9	24089834	24091346
trim66	ENSDARG00000054332	protein_coding	Cluster001	7	28151968	28191858
trim71	ENSDARG00000075593	protein_coding	Cluster039	16	7825312	7876111
trim8a	ENSDARG00000090512	protein_coding	Cluster177	13	11743671	11795748
trim9	ENSDARG00000039123	protein_coding	Cluster001	13	36742472	36785295
trioa	ENSDARG00000019426	protein_coding	NA	19	42252951	42460233
triob	ENSDARG00000000370	protein_coding	Cluster122	16	8853370	9108908
triobpb	ENSDARG00000006385	protein_coding	Cluster003	3	1398377	1411821
trip10a	ENSDARG00000005679	protein_coding	Cluster002	3	54179534	54245686
trip11	ENSDARG00000078381	protein_coding	Cluster002	13	33043768	33077359
trip4	ENSDARG00000098074	protein_coding	Cluster003	7	52984582	53129633
trit1	ENSDARG00000032876	protein_coding	Cluster003	19	31135454	31212769
trmo	ENSDARG00000037245	protein_coding	Cluster002	1	25977114	25982677
trmt1	ENSDARG00000010978	protein_coding	Cluster174	11	30972941	30995296
trmt11	ENSDARG00000040033	protein_coding	Cluster002	16	40093413	40124113
trmt12	ENSDARG00000060338	protein_coding	Cluster003	14	35074318	35082463
trmt13	ENSDARG00000102846	protein_coding	Cluster008	22	16285470	16291616
trmt2a	ENSDARG00000002830	protein_coding	Cluster187	5	24028601	24039726
trmt44	ENSDARG00000033957	protein_coding	Cluster003	7	59372036	59414674
trmt5	ENSDARG00000069278	protein_coding	Cluster002	13	31551538	31557475
trmt6	ENSDARG00000042344	protein_coding	Cluster035	20	45850603	45868586
trmt61a	ENSDARG00000008480	protein_coding	Cluster002	13	15570857	15620302
trmu	ENSDARG00000043734	protein_coding	Cluster002	4	28349354	28364250
trnau1apa	ENSDARG00000101323	protein_coding	Cluster058	19	14056883	14071017
trnau1apb	ENSDARG00000056475	protein_coding	Cluster021	2	24654984	24661785
trpa1b	ENSDARG00000031875	protein_coding	Cluster001	24	13490968	13569689
trpc1	ENSDARG00000061203	protein_coding	Cluster001	24	5811354	5844423
trpc4a	ENSDARG00000070507	protein_coding	Cluster004	10	25867549	25898389
trpc4apa	ENSDARG00000018840	protein_coding	Cluster010	11	24919758	24942714
trpc4apb	ENSDARG00000020647	polymorphic_pseudogene	NA	23	18833199	18851614
trpc5a	ENSDARG00000070504	protein_coding	Cluster002	1	9802771	9936348
trpc6a	ENSDARG00000056625	protein_coding	Cluster001	21	22764652	22775844
trpm1a	ENSDARG00000011259	protein_coding	Cluster001	7	29042218	29070214
trpm1b	ENSDARG00000103476	protein_coding	Cluster013	25	34135366	34175192
trpm2	ENSDARG00000095696	protein_coding	Cluster001	4	75445046	75464503
trpm3	ENSDARG00000039181	protein_coding	NA	5	25352187	25463179
trpm4a	ENSDARG00000059993	protein_coding	Cluster178	3	32360753	32387233
trpm5	ENSDARG00000059792	protein_coding	Cluster017	7	48402571	48429274
trpm7	ENSDARG00000036232	protein_coding	Cluster003	18	113928	127873
trpv4	ENSDARG00000061941	protein_coding	Cluster002	5	19291229	19342661
trpv6	ENSDARG00000014496	protein_coding	Cluster001	16	12403087	12428961
trrap	ENSDARG00000100623	protein_coding	Cluster008	12	17805997	17983242
trub1	ENSDARG00000053805	protein_coding	Cluster212	12	29921523	29929004
try	ENSDARG00000042993	protein_coding	Cluster005	16	25165732	25181539
tsc1a	ENSDARG00000026048	protein_coding	Cluster002	5	29052360	29067268
tsc1b	ENSDARG00000057918	protein_coding	Cluster002	21	17265154	17303196
tsc22d1	ENSDARG00000038306	protein_coding	Cluster006	9	18724793	18807341
tsc22d2	ENSDARG00000041839	protein_coding	Cluster002	22	35229268	35287631
tsc22d3	ENSDARG00000075666	protein_coding	Cluster136	14	27700651	27703881
tsen2	ENSDARG00000091851	protein_coding	Cluster078	11	561519	570007
tsen54	ENSDARG00000036844	protein_coding	Cluster002	3	60299983	60334005
tsg101a	ENSDARG00000040854	protein_coding	Cluster002	25	25037519	25047203
tshz1	ENSDARG00000005026	protein_coding	NA	19	21778230	21829239
tsn	ENSDARG00000041830	protein_coding	Cluster019	9	23118806	23128641
tsnax	ENSDARG00000038995	protein_coding	Cluster195	13	48862684	48878999
tspan12	ENSDARG00000032389	protein_coding	Cluster004	4	10575973	10600213
tspan13b	ENSDARG00000070479	protein_coding	Cluster013	19	30800669	30811898
tspan18b	ENSDARG00000015015	protein_coding	NA	18	27754045	27834924
tspan2a	ENSDARG00000003754	protein_coding	NA	6	49108395	49160554
tspan31	ENSDARG00000074554	protein_coding	Cluster003	23	36608252	36627840
tspan33a	ENSDARG00000004497	protein_coding	Cluster044	4	14958605	14971812
tspan33b	ENSDARG00000042189	protein_coding	Cluster001	18	10998743	11026692
tspan36	ENSDARG00000024540	protein_coding	Cluster131	8	29717388	29725719
tspan3b	ENSDARG00000053559	protein_coding	Cluster001	7	29806457	29811781
tspan4a	ENSDARG00000089354	protein_coding	Cluster014	18	50811126	50834473
tspan4b	ENSDARG00000070391	protein_coding	Cluster044	3	32455296	32464680
tspan5a	ENSDARG00000086033	protein_coding	Cluster004	7	69254125	69399342
tspan7	ENSDARG00000015759	protein_coding	Cluster120	14	41102224	41111138
tspan7b	ENSDARG00000008407	protein_coding	Cluster001	22	11411023	11463554
tspan9b	ENSDARG00000045706	protein_coding	Cluster185	4	9696049	9721652
tspearb	ENSDARG00000089235	protein_coding	Cluster074	9	12625610	12653528
tsr1	ENSDARG00000007744	protein_coding	Cluster235	15	25700061	25721066
tsr2	ENSDARG00000005772	protein_coding	Cluster039	8	8302493	8311092
tssc4	ENSDARG00000036144	protein_coding	Cluster002	7	32626573	32628693
tsta3	ENSDARG00000039666	protein_coding	NA	20	52653149	52682617
ttbk1a	ENSDARG00000056019	protein_coding	Cluster001	11	30416116	30480766
ttbk1b	ENSDARG00000056659	protein_coding	Cluster001	17	22009370	22049638
ttbk2	ENSDARG00000005670	protein_coding	Cluster121	17	45102319	45133567
ttc1	ENSDARG00000044567	protein_coding	Cluster192	21	29970871	29982931
ttc13	ENSDARG00000063242	protein_coding	Cluster002	20	4034078	4077871
ttc19	ENSDARG00000074435	protein_coding	Cluster113	2	32492576	32502862
ttc21a	ENSDARG00000102541	protein_coding	Cluster002	24	41134511	41160107
ttc22	ENSDARG00000077836	protein_coding	Cluster021	6	30681184	30689160
ttc26	ENSDARG00000012039	protein_coding	NA	6	7531322	7554180
ttc27	ENSDARG00000007918	protein_coding	Cluster006	17	22740290	22927281
ttc3	ENSDARG00000086075	protein_coding	Cluster210	10	81893	108953
ttc32	ENSDARG00000069241	protein_coding	Cluster002	20	43849445	43853693
ttc33	ENSDARG00000035406	protein_coding	Cluster002	5	34821613	34856116
ttc36	ENSDARG00000011693	protein_coding	Cluster001	18	42782718	42786565
ttc38	ENSDARG00000042188	protein_coding	Cluster158	18	10957393	10993420
ttc39c	ENSDARG00000102308	protein_coding	Cluster045	22	16324285	16351690
ttc4	ENSDARG00000044405	protein_coding	NA	6	30690081	30696723
ttc5	ENSDARG00000013329	protein_coding	Cluster002	7	19276297	19286438
ttc7a	ENSDARG00000074760	protein_coding	Cluster032	13	8361387	8424031
ttc7b	ENSDARG00000061207	protein_coding	NA	17	26593567	26672422
ttc9b	ENSDARG00000068421	protein_coding	Cluster001	18	36825537	36884378
ttc9c	ENSDARG00000007025	protein_coding	Cluster003	14	46362716	46376443
ttf1	ENSDARG00000091967	protein_coding	Cluster002	5	62666251	62680443
ttf2	ENSDARG00000104105	protein_coding	Cluster002	9	9956251	9978827
tti2	ENSDARG00000073773	protein_coding	Cluster003	8	45373419	45387436
ttk	ENSDARG00000041361	protein_coding	Cluster008	16	5210829	5243550
ttl	ENSDARG00000062418	protein_coding	Cluster002	13	15787457	15798410
ttll12	ENSDARG00000103537	protein_coding	Cluster003	4	8742609	8778419
ttll4	ENSDARG00000078935	protein_coding	Cluster224	9	14141272	14172167
ttll5	ENSDARG00000036793	protein_coding	Cluster223	17	51851747	51983272
ttll7	ENSDARG00000062973	protein_coding	Cluster069	11	7971404	8116424
ttna	ENSDARG00000028213	protein_coding	Cluster004	9	42931207	43272173
ttnb	ENSDARG00000000563	protein_coding	Cluster077	9	42931205	43071913
ttpa	ENSDARG00000027584	protein_coding	Cluster001	2	26991838	26997514
ttr	ENSDARG00000037191	protein_coding	Cluster005	20	6098575	6114084
ttyh1	ENSDARG00000076804	protein_coding	Cluster001	16	13821808	13899788
ttyh2l	ENSDARG00000010727	protein_coding	Cluster003	3	51309032	51403059
ttyh3b	ENSDARG00000007678	protein_coding	Cluster001	1	11094744	11163553
tuba1a	ENSDARG00000001889	protein_coding	Cluster088	23	35609927	35612595
tuba1b	ENSDARG00000045367	protein_coding	Cluster081	23	35614754	35617716
tuba1c	ENSDARG00000055216	protein_coding	Cluster016	23	35591854	35595371
tuba2	ENSDARG00000045014	protein_coding	Cluster001	11	3268364	3275303
tuba4l	ENSDARG00000074289	protein_coding	Cluster003	13	6118796	6124054
tuba8l	ENSDARG00000042708	protein_coding	Cluster076	8	28326213	28330720
tuba8l2	ENSDARG00000031164	protein_coding	Cluster079	1	4704671	4721311
tuba8l3	ENSDARG00000070155	protein_coding	Cluster034	9	7684247	7695465
tuba8l4	ENSDARG00000006260	protein_coding	NA	6	6815784	6818938
tubb2	ENSDARG00000039522	protein_coding	Cluster004	2	1667471	1677238
tubb2b	ENSDARG00000098591	protein_coding	NA	8	52726939	52729618
tubb5	ENSDARG00000037997	protein_coding	Cluster056	16	10427991	10436718
tubb6	ENSDARG00000104801	protein_coding	Cluster004	24	2942256	2948662
tubgcp2	ENSDARG00000013079	protein_coding	Cluster002	12	9145783	9180415
tubgcp3	ENSDARG00000029133	protein_coding	Cluster002	1	45714062	45759038
tubgcp5	ENSDARG00000077442	protein_coding	Cluster002	6	37645799	37674049
tuft1a	ENSDARG00000061242	protein_coding	NA	16	22448310	22470315
tulp1a	ENSDARG00000075295	protein_coding	Cluster093	23	5529820	5559815
tulp1b	ENSDARG00000078210	protein_coding	Cluster001	6	54530840	54554400
tulp4b	ENSDARG00000063056	protein_coding	Cluster001	17	8026215	8053834
tusc3	ENSDARG00000078854	protein_coding	Cluster012	1	15441312	15527298
tusc5a	ENSDARG00000090481	protein_coding	Cluster001	15	24909880	24934561
tusc5b	ENSDARG00000094675	protein_coding	Cluster022	21	39195839	39208589
tut1	ENSDARG00000057321	protein_coding	Cluster039	12	10299831	10314158
twf1b	ENSDARG00000011661	protein_coding	NA	4	14194231	14208622
twf2a	ENSDARG00000094792	protein_coding	Cluster004	6	41455468	41504230
twist1a	ENSDARG00000030402	protein_coding	NA	19	2397417	2399443
twist1b	ENSDARG00000076010	protein_coding	Cluster081	16	19926724	19928330
