Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	Associated Gene Name	Description	Pfam ID	Ensembl Protein Family ID(s)	Ensembl Family Description
ENSDARG00000104750	4	29817305	29862193	1	BX323023.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104750	4	29817305	29862193	1	BX323023.2		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000104397	4	45480144	45486047	-1	BX927287.3		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104397	4	45480144	45486047	-1	BX927287.3		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000098536	4	56629223	56637027	1	si:dkey-25i10.1	si:dkey-25i10.1 [Source:ZFIN;Acc:ZDB-GENE-110913-114]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102536	4	36669995	36680862	1	zgc:174646	zgc:174646 [Source:ZFIN;Acc:ZDB-GENE-080305-6]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102536	4	36669995	36680862	1	zgc:174646	zgc:174646 [Source:ZFIN;Acc:ZDB-GENE-080305-6]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102536	4	36669995	36680862	1	zgc:174646	zgc:174646 [Source:ZFIN;Acc:ZDB-GENE-080305-6]	PF13913	PTHR24384	ZINC FINGER
ENSDARG00000102536	4	36669995	36680862	1	zgc:174646	zgc:174646 [Source:ZFIN;Acc:ZDB-GENE-080305-6]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000088733	4	20068112	20073568	1	BX890616.1		PF13465	PTHR24409_SF11	ZINC FINGER
ENSDARG00000100661	4	29696528	29729240	-1	BX248122.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100661	4	29696528	29729240	-1	BX248122.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100661	4	29696528	29729240	-1	BX248122.1		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000095135	4	71829275	71856445	-1	si:ch73-266f23.1	si:ch73-266f23.1 [Source:ZFIN;Acc:ZDB-GENE-110913-180]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000095135	4	71829275	71856445	-1	si:ch73-266f23.1	si:ch73-266f23.1 [Source:ZFIN;Acc:ZDB-GENE-110913-180]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102771	4	31202374	31213027	-1	BX571711.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100350	4	34015923	34020403	1	FO681350.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100350	4	34015923	34020403	1	FO681350.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104584	4	28644784	28651122	-1	CABZ01050663.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000093361	4	29930590	29945056	1	BX323023.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000093361	4	29930590	29945056	1	BX323023.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102804	4	45567562	45570383	-1	znf1021	zinc finger protein 1021 [Source:ZFIN;Acc:ZDB-GENE-110913-143]	PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000102804	4	45567562	45570383	-1	znf1021	zinc finger protein 1021 [Source:ZFIN;Acc:ZDB-GENE-110913-143]	PF13894	PTHR24409_SF21	ZINC FINGER
ENSDARG00000102804	4	45567562	45570383	-1	znf1021	zinc finger protein 1021 [Source:ZFIN;Acc:ZDB-GENE-110913-143]	PF13912	PTHR24409_SF21	ZINC FINGER
ENSDARG00000100213	4	57886405	57895140	-1	CR388052.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000095605	4	57736279	57737274	-1	CR846087.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000095605	4	57736279	57737274	-1	CR846087.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000095605	4	57736279	57737274	-1	CR846087.1		PF13465	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000101973	4	54507703	54514235	1	CR769782.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101973	4	54507703	54514235	1	CR769782.2		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000102131	4	56087595	56124779	-1	CR388095.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102131	4	56087595	56124779	-1	CR388095.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000090220	4	32764185	32865433	1	BX324003.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000090220	4	32764185	32865433	1	BX324003.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104406	4	64737324	64738390	1	BX649331.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000104406	4	64737324	64738390	1	BX649331.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103458	4	63418265	63424177	1	znf1126	zinc finger protein 1126 [Source:ZFIN;Acc:ZDB-GENE-110913-149]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000103458	4	63418265	63424177	1	znf1126	zinc finger protein 1126 [Source:ZFIN;Acc:ZDB-GENE-110913-149]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103458	4	63418265	63424177	1	znf1126	zinc finger protein 1126 [Source:ZFIN;Acc:ZDB-GENE-110913-149]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102163	4	63982426	64010550	1	CR361561.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102163	4	63982426	64010550	1	CR361561.2		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000099486	4	29050408	29059067	-1	CR387997.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000099486	4	29050408	29059067	-1	CR387997.1		PF12874	PTHR24384	ZINC FINGER
ENSDARG00000099486	4	29050408	29059067	-1	CR387997.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000099486	4	29050408	29059067	-1	CR387997.1		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000099486	4	29050408	29059067	-1	CR387997.1		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000102596	4	34134654	34146521	-1	BX324179.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000092784	4	34672784	34696096	1	AL645691.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000092784	4	34672784	34696096	1	AL645691.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000095357	4	40188376	40193399	1	si:dkey-157e10.8	si:dkey-157e10.8 [Source:ZFIN;Acc:ZDB-GENE-110914-202]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000093220	4	40439384	40454597	-1	BX571664.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000093220	4	40439384	40454597	-1	BX571664.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098426	4	45969200	45979927	-1	BX470149.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000098426	4	45969200	45979927	-1	BX470149.1		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000098426	4	45969200	45979927	-1	BX470149.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000092139	4	51973963	51974847	1	si:dkey-247i3.6	si:dkey-247i3.6 [Source:ZFIN;Acc:ZDB-GENE-110913-83]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000092139	4	51973963	51974847	1	si:dkey-247i3.6	si:dkey-247i3.6 [Source:ZFIN;Acc:ZDB-GENE-110913-83]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101544	4	64229743	64306666	-1	BX004873.5		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101544	4	64229743	64306666	-1	BX004873.5		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000089715	4	70951709	70959105	1	CABZ01054394.2		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000089715	4	70951709	70959105	1	CABZ01054394.2		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000104208	4	74845398	74849529	1	zgc:172128	zgc:172128 [Source:ZFIN;Acc:ZDB-GENE-080220-2]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000104208	4	74845398	74849529	1	zgc:172128	zgc:172128 [Source:ZFIN;Acc:ZDB-GENE-080220-2]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104208	4	74845398	74849529	1	zgc:172128	zgc:172128 [Source:ZFIN;Acc:ZDB-GENE-080220-2]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100327	4	34845468	34869651	1	CR812792.1		PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000102154	4	72116419	72132500	-1	BX855614.3		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000101881	4	36564112	36570871	1	BX537137.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101881	4	36564112	36570871	1	BX537137.1		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000098789	4	46487297	46517936	-1	BX321887.1		PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098789	4	46487297	46517936	-1	BX321887.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098789	4	46487297	46517936	-1	BX321887.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000093944	4	64268266	64276761	-1	BX004873.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000093944	4	64268266	64276761	-1	BX004873.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000098960	4	70151515	70160994	1	CABZ01051641.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098960	4	70151515	70160994	1	CABZ01051641.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103047	4	61892724	61897139	-1	znf995	zinc finger protein 995 [Source:ZFIN;Acc:ZDB-GENE-080215-13]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103047	4	61892724	61897139	-1	znf995	zinc finger protein 995 [Source:ZFIN;Acc:ZDB-GENE-080215-13]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102681	4	43069548	43077412	-1	BX664605.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102681	4	43069548	43077412	-1	BX664605.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102681	4	43069548	43077412	-1	BX664605.2		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000100471	4	64931252	64947206	-1	CT573263.3		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100471	4	64931252	64947206	-1	CT573263.3		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102439	4	57035021	57109220	-1	znf1149	zinc finger protein 1149 [Source:ZFIN;Acc:ZDB-GENE-141212-229]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102439	4	57035021	57109220	-1	znf1149	zinc finger protein 1149 [Source:ZFIN;Acc:ZDB-GENE-141212-229]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102439	4	57035021	57109220	-1	znf1149	zinc finger protein 1149 [Source:ZFIN;Acc:ZDB-GENE-141212-229]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000102439	4	57035021	57109220	-1	znf1149	zinc finger protein 1149 [Source:ZFIN;Acc:ZDB-GENE-141212-229]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000102439	4	57035021	57109220	-1	znf1149	zinc finger protein 1149 [Source:ZFIN;Acc:ZDB-GENE-141212-229]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102439	4	57035021	57109220	-1	znf1149	zinc finger protein 1149 [Source:ZFIN;Acc:ZDB-GENE-141212-229]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102439	4	57035021	57109220	-1	znf1149	zinc finger protein 1149 [Source:ZFIN;Acc:ZDB-GENE-141212-229]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000101746	4	51932422	51942244	-1	znf1102	zinc finger protein 1102 [Source:ZFIN;Acc:ZDB-GENE-071004-71]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000101746	4	51932422	51942244	-1	znf1102	zinc finger protein 1102 [Source:ZFIN;Acc:ZDB-GENE-071004-71]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101746	4	51932422	51942244	-1	znf1102	zinc finger protein 1102 [Source:ZFIN;Acc:ZDB-GENE-071004-71]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000100859	4	64429782	64483476	1	BX649556.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000103741	4	31108576	31118245	-1	BX649620.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103741	4	31108576	31118245	-1	BX649620.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102922	4	47185953	47198297	-1	BX470115.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102922	4	47185953	47198297	-1	BX470115.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102473	4	74755263	74767304	1	zgc:171673	zgc:171673 [Source:ZFIN;Acc:ZDB-GENE-071004-20]	PF13465	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102473	4	74755263	74767304	1	zgc:171673	zgc:171673 [Source:ZFIN;Acc:ZDB-GENE-071004-20]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102473	4	74755263	74767304	1	zgc:171673	zgc:171673 [Source:ZFIN;Acc:ZDB-GENE-071004-20]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102473	4	74755263	74767304	1	zgc:171673	zgc:171673 [Source:ZFIN;Acc:ZDB-GENE-071004-20]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098604	4	63430215	63439387	1	si:dkey-14o6.4	si:dkey-14o6.4 [Source:ZFIN;Acc:ZDB-GENE-110913-123]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000098604	4	63430215	63439387	1	si:dkey-14o6.4	si:dkey-14o6.4 [Source:ZFIN;Acc:ZDB-GENE-110913-123]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000098604	4	63430215	63439387	1	si:dkey-14o6.4	si:dkey-14o6.4 [Source:ZFIN;Acc:ZDB-GENE-110913-123]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098604	4	63430215	63439387	1	si:dkey-14o6.4	si:dkey-14o6.4 [Source:ZFIN;Acc:ZDB-GENE-110913-123]	PF12874	PTHR24384	ZINC FINGER
ENSDARG00000102581	4	50684378	50754643	-1	si:dkeyp-44b5.5	si:dkeyp-44b5.5 [Source:ZFIN;Acc:ZDB-GENE-120703-49]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102581	4	50684378	50754643	-1	si:dkeyp-44b5.5	si:dkeyp-44b5.5 [Source:ZFIN;Acc:ZDB-GENE-120703-49]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000105067	4	66064982	66116330	-1	znf1043	zinc finger protein 1043 [Source:ZFIN;Acc:ZDB-GENE-080215-14]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000105067	4	66064982	66116330	-1	znf1043	zinc finger protein 1043 [Source:ZFIN;Acc:ZDB-GENE-080215-14]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000105067	4	66064982	66116330	-1	znf1043	zinc finger protein 1043 [Source:ZFIN;Acc:ZDB-GENE-080215-14]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000087837	4	42228513	42240454	-1	FO834877.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000087837	4	42228513	42240454	-1	FO834877.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100207	4	38423641	38429412	1	CR792418.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100207	4	38423641	38429412	1	CR792418.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100201	4	39739624	39747828	-1	BX663505.2		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000100201	4	39739624	39747828	-1	BX663505.2		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000100201	4	39739624	39747828	-1	BX663505.2		PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000101514	4	70704404	70713219	-1	ftr64	finTRIM family, member 64 [Source:ZFIN;Acc:ZDB-GENE-090508-8]	PF15227	PTHR25462_SF201	UNKNOWN
ENSDARG00000101514	4	70704404	70713219	-1	ftr64	finTRIM family, member 64 [Source:ZFIN;Acc:ZDB-GENE-090508-8]	PF00643	PTHR25462_SF201	UNKNOWN
ENSDARG00000088375	4	48723853	48729079	-1	zgc:174704	zgc:174704 [Source:ZFIN;Acc:ZDB-GENE-080218-5]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000088375	4	48723853	48729079	-1	zgc:174704	zgc:174704 [Source:ZFIN;Acc:ZDB-GENE-080218-5]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103257	4	51764786	51891304	-1	BX511078.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000105058	4	43402887	43403762	-1	BX296567.2		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000090658	4	65983752	65984747	1	CT737127.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000101365	4	71622086	71645118	-1	CABZ01021430.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101365	4	71622086	71645118	-1	CABZ01021430.1		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000101365	4	71622086	71645118	-1	CABZ01021430.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102030	4	52259406	52279274	-1	BX936303.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102030	4	52259406	52279274	-1	BX936303.2		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000102030	4	52259406	52279274	-1	BX936303.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000093573	4	39660244	39668660	-1	BX663505.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000099544	4	61103964	61118181	-1	si:dkey-165b20.3	si:dkey-165b20.3 [Source:ZFIN;Acc:ZDB-GENE-110913-172]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000099544	4	61103964	61118181	-1	si:dkey-165b20.3	si:dkey-165b20.3 [Source:ZFIN;Acc:ZDB-GENE-110913-172]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000099544	4	61103964	61118181	-1	si:dkey-165b20.3	si:dkey-165b20.3 [Source:ZFIN;Acc:ZDB-GENE-110913-172]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000099544	4	61103964	61118181	-1	si:dkey-165b20.3	si:dkey-165b20.3 [Source:ZFIN;Acc:ZDB-GENE-110913-172]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000104794	4	58132120	58136891	1	BX465848.3		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104794	4	58132120	58136891	1	BX465848.3		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103344	4	38666541	38672420	-1	CR407594.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000078212	4	72608312	72627706	-1	zgc:165515	zgc:165515 [Source:ZFIN;Acc:ZDB-GENE-030131-1772]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000078212	4	72608312	72627706	-1	zgc:165515	zgc:165515 [Source:ZFIN;Acc:ZDB-GENE-030131-1772]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000078212	4	72608312	72627706	-1	zgc:165515	zgc:165515 [Source:ZFIN;Acc:ZDB-GENE-030131-1772]	PF12874	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000078212	4	72608312	72627706	-1	zgc:165515	zgc:165515 [Source:ZFIN;Acc:ZDB-GENE-030131-1772]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103495	4	60302359	60309419	-1	zgc:173714	zgc:173714 [Source:ZFIN;Acc:ZDB-GENE-071004-90]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103495	4	60302359	60309419	-1	zgc:173714	zgc:173714 [Source:ZFIN;Acc:ZDB-GENE-071004-90]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000090840	4	44111090	44127717	1	znf980	zinc finger protein 980 [Source:ZFIN;Acc:ZDB-GENE-110913-163]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000090840	4	44111090	44127717	1	znf980	zinc finger protein 980 [Source:ZFIN;Acc:ZDB-GENE-110913-163]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000090840	4	44111090	44127717	1	znf980	zinc finger protein 980 [Source:ZFIN;Acc:ZDB-GENE-110913-163]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000095414	4	50449784	50460351	-1	CR318589.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000095414	4	50449784	50460351	-1	CR318589.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000093865	4	46734902	46739292	1	CR356223.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000093865	4	46734902	46739292	1	CR356223.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103694	4	46824746	46831211	1	CR356223.4		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103694	4	46824746	46831211	1	CR356223.4		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104062	4	65066132	65111024	-1	BX572103.7		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104062	4	65066132	65111024	-1	BX572103.7		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000105106	4	39369245	39378818	1	CR749167.1		PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000105106	4	39369245	39378818	1	CR749167.1		PF13465	PTHR24409_SF21	ZINC FINGER
ENSDARG00000105106	4	39369245	39378818	1	CR749167.1		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000105106	4	39369245	39378818	1	CR749167.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102559	4	67092945	67096750	-1	si:dkey-16p19.5	si:dkey-16p19.5 [Source:ZFIN;Acc:ZDB-GENE-120709-69]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102559	4	67092945	67096750	-1	si:dkey-16p19.5	si:dkey-16p19.5 [Source:ZFIN;Acc:ZDB-GENE-120709-69]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000098811	4	71325450	71334504	-1	CABZ01021450.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098811	4	71325450	71334504	-1	CABZ01021450.1		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000104136	4	60131649	60320535	1	CR450780.5		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104136	4	60131649	60320535	1	CR450780.5		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000104136	4	60131649	60320535	1	CR450780.5		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098126	4	63430193	63575181	1	znf985	zinc finger protein 985 [Source:ZFIN;Acc:ZDB-GENE-110914-127]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098126	4	63430193	63575181	1	znf985	zinc finger protein 985 [Source:ZFIN;Acc:ZDB-GENE-110914-127]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104731	4	67154889	67163673	1	CR759907.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000103350	4	72666711	72730614	1	trim24	tripartite motif containing 24 [Source:ZFIN;Acc:ZDB-GENE-030131-5913]	PF13445	PTHR24103_SF136	TRANSCRIPTION INTERMEDIARY FACTOR 1 ALPHA TIF1 ALPHA EC_6.3.2.- E3 UBIQUITIN LIGASE TRIM24 TRIPARTITE MOTIF CONTAINING 24
ENSDARG00000103350	4	72666711	72730614	1	trim24	tripartite motif containing 24 [Source:ZFIN;Acc:ZDB-GENE-030131-5913]	PF00643	PTHR24103_SF136	TRANSCRIPTION INTERMEDIARY FACTOR 1 ALPHA TIF1 ALPHA EC_6.3.2.- E3 UBIQUITIN LIGASE TRIM24 TRIPARTITE MOTIF CONTAINING 24
ENSDARG00000101513	4	63709051	63726847	-1	BX293993.1		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000101513	4	63709051	63726847	-1	BX293993.1		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098447	4	36350259	36465216	1	BX321873.1		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098447	4	36350259	36465216	1	BX321873.1		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102648	4	36433093	36439652	1	BX537137.3		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000102648	4	36433093	36439652	1	BX537137.3		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104160	4	49753455	49757633	-1	CR628395.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104160	4	49753455	49757633	-1	CR628395.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104160	4	49753455	49757633	-1	CR628395.2		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000105019	4	36750546	36754511	1	znf1064	zinc finger protein 1064 [Source:ZFIN;Acc:ZDB-GENE-110913-175]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000105019	4	36750546	36754511	1	znf1064	zinc finger protein 1064 [Source:ZFIN;Acc:ZDB-GENE-110913-175]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000105019	4	36750546	36754511	1	znf1064	zinc finger protein 1064 [Source:ZFIN;Acc:ZDB-GENE-110913-175]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000104048	4	51948450	51958207	-1	CR388042.2		PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000104048	4	51948450	51958207	-1	CR388042.2		PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000104048	4	51948450	51958207	-1	CR388042.2		PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103177	4	36657785	36666355	-1	BX571760.2		PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103177	4	36657785	36666355	-1	BX571760.2		PF13465	PTHR24384	ZINC FINGER
ENSDARG00000103177	4	36657785	36666355	-1	BX571760.2		PF13912	PTHR24384	ZINC FINGER
ENSDARG00000103177	4	36657785	36666355	-1	BX571760.2		PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104917	4	46537216	46541237	-1	BX321887.3		PF13465	PTHR24384	ZINC FINGER
